taxon_id,scientific_name,vernacular_name_ja,taxon_group_ja,redlist_kanagawa,redlist_national,ias_category,gbif_match_type,source_id,reason
ochthebius nipponicus,Ochthebius nipponicus,ニッポンセスジダルマガムシ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
odacantha hagai,Odacantha hagai,ハガクビナガゴミムシ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
odontamblyopus lacepedii,Odontamblyopus lacepedii,ワラスボ,汽水・淡水魚類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
odontanthias flagris,Odontanthias flagris,ハタタテハナダイ,魚類（海洋生物）,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
odontaspis ferox,Odontaspis ferox,オオワニザメ,魚類（海洋生物）,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
odontobutis hikimius,Odontobutis hikimius,イシドンコ,汽水・淡水魚類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
odontochilus fissus,Odontochilus fissus,オオハクウンラン,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
odontochilus hatusimanus,Odontochilus hatusimanus,ハツシマラン,維管束植物,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
odontochilus nanlingensis,Odontochilus nanlingensis,ヒメシラヒゲラン,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
odontochilus tashiroi,Odontochilus tashiroi,オオギミラン,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
odontochilus tsukusianus,Odontochilus tsukusianus,ツクシアリドオシラン,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
odontochilus yakushimensis,Odontochilus yakushimensis,ヤクシマヒメアリドオシラン,維管束植物,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
odontosabula decora,Odontosabula decora,キンシマクサアブ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
odontosabula fulvipilosa,Odontosabula fulvipilosa,ヒメシマクサアブ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
odontosabula gloriosa,Odontosabula gloriosa,シマクサアブ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
odontoschisma jishibae,Odontoschisma jishibae,イイシバヤバネゴケ,蘚苔類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
odontosoria minutula,Odontosoria minutula,コビトホラシノブ,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
odontosoria yaeyamensis,Odontosoria yaeyamensis,ヤエヤマホラシノブ,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
odontozona fasciata,Odontozona fasciata,アカオビスベスベオトヒメエビ,甲殻類（海洋生物）,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oedicladium fragile,Oedicladium fragile,カタナワゴケ,蘚苔類,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oedicladium rufescens var. yakushimense,Oedicladium rufescens var. yakushimense,ヤクシマナワゴケ,蘚苔類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oedipodium griffithianum,Oedipodium griffithianum,イシヅチゴケ,蘚苔類,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oeneis melissa daisetsuzana,Oeneis melissa daisetsuzana,ダイセツタカネヒカゲ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oeneis norna asamana,Oeneis norna asamana,タカネヒカゲ飛騨山脈亜種,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oeneis norna sugitanii,Oeneis norna sugitanii,タカネヒカゲ八ヶ岳亜種,昆虫類,,絶滅危惧IA類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oenothera laciniata,Oenothera laciniata,コマツヨイグサ,植物,,,重点対策外来種,,moe_ias_list,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ogasawarana arata,Ogasawarana arata,マキスジヤマキサゴ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ogasawarana capsula,Ogasawarana capsula,ハハジマヤマキサゴ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ogasawarana comes,Ogasawarana comes,ナカノシマヤマキサゴ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ogasawarana discrepans,Ogasawarana discrepans,アニジマヤマキサゴ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ogasawarana hirasei,Ogasawarana hirasei,ヒラセヤマキサゴ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ogasawarana metamorpha,Ogasawarana metamorpha,ハゲヨシワラヤマキサゴ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ogasawarana microtheca,Ogasawarana microtheca,コガラヨシワラヤマキサゴ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ogasawarana nitida,Ogasawarana nitida,スベスベヤマキサゴ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ogasawarana ogasawarana,Ogasawarana ogasawarana,オガサワラヤマキサゴ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ogasawarana optima,Ogasawarana optima,カドオガサワラヤマキサゴ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ogasawarana yoshiwarana,Ogasawarana yoshiwarana,ヨシワラヤマキサゴ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ogasawarazo daitoensis,Ogasawarazo daitoensis,ダイトウスジヒメカタゾウムシ,昆虫類,,絶滅危惧IA類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ogasawarazo lineatus,Ogasawarazo lineatus,スジヒメカタゾウムシ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ogasawarazo mater,Ogasawarazo mater,ハハジマヒメカタゾウムシ,昆虫類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ogasawarazo rugosicephalus hahajimaensis,Ogasawarazo rugosicephalus hahajimaensis,ヒメカタゾウムシ母島亜種,昆虫類,,絶滅危惧IA類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ogasawarazo rugosicephalus rugosicephalus,Ogasawarazo rugosicephalus rugosicephalus,ヒメカタゾウムシ父島列島亜種,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
okamejei kenojei,Okamejei kenojei,コモンカスベ,魚類（海洋生物）,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
okamejei schmidti,Okamejei schmidti,ツマリカスベ,魚類（海洋生物）,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
olenecamptus fukutomii,Olenecamptus fukutomii,オガサワラオオシロカミキリ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oligobdella orientalis,Oligobdella orientalis,スクナビル,その他無脊椎動物,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oligobdella tagoi,Oligobdella tagoi,タゴビル,その他無脊椎動物,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oligoneuriella rhenana,Oligoneuriella rhenana,ヒトリガカゲロウ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oliva mustelina,Oliva mustelina,マクラガイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
omalus grandis,Omalus grandis,オオツヤセイボウ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ommatogaster nana,Ommatogaster nana,和名なし,甲殻類（海洋生物）,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
omobranchus elongatus,Omobranchus elongatus,ゴマクモギンポ,汽水・淡水魚類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
omobranchus ferox,Omobranchus ferox,カワギンポ,汽水・淡水魚類,,絶滅危惧IA類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
omorgus chinensis,Omorgus chinensis,オオコブスジコガネ,昆虫類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
omox biporos,Omox biporos,ヒルギギンポ,汽水・淡水魚類,,絶滅危惧IA類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
onchidium sp.,Onchidium sp.,ドロアワモチ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oncomelania minima,Oncomelania minima,ナタネミズツボ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oncomelania nosophora,Oncomelania nosophora,ミヤイリガイ（カタヤマガイ）,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oncorhynchus masou ishikawae,Oncorhynchus masou ishikawae,サツキマス（アマゴ）,汽水・淡水魚類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oncorhynchus masou masou,Oncorhynchus masou masou,サクラマス（ヤマメ）,汽水・淡水魚類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oncorhynchus mykiss,Oncorhynchus mykiss,ニジマス,魚類,,,適切な管理が必要な産業上重要な外来種（産業管理外来種）,,moe_ias_list,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oncorhynchus sp.,Oncorhynchus sp.,ビワマス,汽水・淡水魚類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
onthophagus gibbulus,Onthophagus gibbulus,チャバネエンマコガネ,昆虫類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
onthophagus japonicus,Onthophagus japonicus,ヤマトエンマコガネ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
onthophagus ocellatopunctatus,Onthophagus ocellatopunctatus,アラメエンマコガネ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
onthophagus yakuinsulanus,Onthophagus yakuinsulanus,ヤクシマエンマコガネ,昆虫類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
onygena corvina,Onygena corvina,ホネタケ,菌類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oodes echigonus,Oodes echigonus,エチゴトックリゴミムシ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oodes vicarius,Oodes vicarius,オオトックリゴミムシ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ophiocara porocephala,Ophiocara porocephala,ホシマダラハゼ,汽水・淡水魚類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ophiocordyceps cicadellidicola,Ophiocordyceps cicadellidicola,ヨコバイタケ,菌類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ophiocordyceps gryllotalpae,Ophiocordyceps gryllotalpae,ケラタケ,菌類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ophiocordyceps uchiyamae,Ophiocordyceps uchiyamae,クロミノクチキムシタケ,菌類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ophioglossum kawamurae,Ophioglossum kawamurae,サクラジマハナヤスリ,維管束植物,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ophioglossum namegatae,Ophioglossum namegatae,トネハナヤスリ,維管束植物,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ophioglossum parvum,Ophioglossum parvum,チャボハナヤスリ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ophioglossum pendulum,Ophioglossum pendulum,コブラン,維管束植物,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ophioparma handelii,Ophioparma handelii,ザクロゴケモドキ,地衣類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ophiopogon reversus,Ophiopogon reversus,ヨナグニノシラン,維管束植物,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ophiorrhiza yamashitae,Ophiorrhiza yamashitae,アマミアワゴケ,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
opithandra primuloides,Opithandra primuloides,イワギリソウ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
opsarichthys uncirostris uncirostris,Opsarichthys uncirostris uncirostris,琵琶湖・淀川以外のハス,魚類,,,その他の総合対策外来種,,moe_ias_list,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
opsariichthys uncirostris uncirostris,Opsariichthys uncirostris uncirostris,ハス,汽水・淡水魚類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
optioservus hagai,Optioservus hagai,ハガマルヒメドロムシ,昆虫類,,絶滅危惧IB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
